Site,V1,V2,V3,Species_code,Common_name,Scientific_name
LivingstonCreek26,0,NA,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
LivingstonCreek27,0,NA,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
LivingstonCreek28,0,NA,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
LivingstonCreek29,0,NA,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek11,1,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek12,0,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek13,0,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek14,1,1,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek15,0,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek16,0,0,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek17,0,0,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek18,0,0,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek21,0,0,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek22,0,0,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek23,0,0,NA,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek24,1,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek25,0,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek26,0,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
McAdamCreek27,0,0,0,SESA,Semipalmated Sandpiper,Calidris pusilla
BunkerHill11,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill12,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill13,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill14,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill15,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill16,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill17,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill21,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill22,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill23,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill24,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill25,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill26,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill27,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek11,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek110,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek111,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek112,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek113,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek114,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek115,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek116,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek117,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek118,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek119,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek12,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek120,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek13,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek14,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek15,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek16,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek17,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek18,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek19,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek21,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek22,1,2,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek23,0,1,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek24,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek25,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek26,1,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek27,0,1,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek28,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
CreteCreek29,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek11,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek110,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek111,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek112,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek113,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek114,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek115,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek116,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek117,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek118,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek119,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek12,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek120,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek121,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek122,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek123,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek124,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek125,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek126,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek13,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek14,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek15,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek16,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek17,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek18,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
HortonCreek19,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek11,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek110,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek111,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek112,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek113,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek114,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek115,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek116,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek12,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek13,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek14,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek15,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek16,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek17,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek18,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek19,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek21,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek210,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek211,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek22,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek23,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek24,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek25,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek26,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek27,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek28,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
LivingstonCreek29,0,NA,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek11,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek12,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek13,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek14,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek15,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek16,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek17,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek18,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek21,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek22,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek23,0,0,NA,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek24,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek25,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek26,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
McAdamCreek27,0,0,0,SNBU,Snow Bunting,Plectrophenax nivalis
BunkerHill11,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill12,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill13,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill14,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill15,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill16,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill17,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill21,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill22,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill23,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill24,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill25,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill26,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill27,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek11,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek110,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek111,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek112,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek113,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek114,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek115,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek116,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek117,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek118,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek119,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek12,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek120,2,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek13,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek14,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek15,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek16,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek17,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek18,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek19,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek21,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek22,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek23,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek24,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek25,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek26,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek27,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek28,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
CreteCreek29,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek11,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek110,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek111,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek112,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek113,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek114,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek115,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek116,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek117,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek118,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek119,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek12,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek120,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek121,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek122,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek123,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek124,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek125,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek126,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek13,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek14,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek15,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek16,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek17,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek18,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
HortonCreek19,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek11,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek110,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek111,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek112,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek113,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek114,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek115,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek116,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek12,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek13,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek14,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek15,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek16,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek17,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek18,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek19,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek21,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek210,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek211,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek22,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek23,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek24,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek25,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek26,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek27,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek28,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
LivingstonCreek29,0,NA,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek11,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek12,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek13,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek14,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek15,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek16,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek17,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek18,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek21,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek22,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek23,0,0,NA,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek24,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek25,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek26,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
McAdamCreek27,0,0,0,TUSW,Tundra Swan,Cygnus columbianus
BunkerHill11,0,1,2,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill12,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill13,1,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill14,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill15,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill16,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill17,0,0,1,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill21,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill22,0,0,1,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill23,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill24,1,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill25,1,0,1,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill26,1,1,1,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
BunkerHill27,3,1,3,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek11,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek110,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek111,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek112,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek113,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek114,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek115,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek116,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek117,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek118,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek119,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek12,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek120,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek13,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek14,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek15,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek16,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek17,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek18,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek19,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek21,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek22,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek23,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek24,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek25,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek26,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek27,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek28,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
CreteCreek29,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek11,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek110,0,1,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek111,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek112,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek113,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek114,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek115,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek116,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek117,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek118,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek119,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek12,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek120,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek121,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek122,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek123,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek124,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek125,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek126,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek13,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek14,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek15,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek16,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek17,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek18,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
HortonCreek19,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek11,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek110,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek111,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek112,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek113,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek114,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek115,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek116,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek12,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek13,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek14,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek15,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek16,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek17,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek18,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek19,0,0,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek21,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek210,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek211,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek22,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek23,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek24,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek25,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek26,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek27,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek28,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
LivingstonCreek29,0,NA,NA,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
McAdamCreek11,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
McAdamCreek12,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
McAdamCreek13,0,0,0,WCSP,White-crowned Sparrow,Zonotrichia leucophrys
